upacc,id,entry,name,mass,sasa,fPos,fNeg,net,ncd,fFatty
A0A0P1G572,A0A0P1G572,A0A0P1G572_9RHOB,Putative bifunctional cbb3-type cytochrome c oxidase subunit II/cytochrome c,15619.0,7256.169242576815,0.06993006993006994,0.14685314685314685,-11,-0.0015159514107603248,0.1888111888111888
Q4FPG7,Q4FPG7,Q4FPG7_PELUB,Ubiquinol-cytochrome-c reductase (EC 1.10.2.2),28935.0,11380.980906583403,0.10424710424710425,0.11969111969111969,-4,-0.00035146355422546873,0.25868725868725867
W7IIU9,W7IIU9,W7IIU9_9PSEU,Putative membrane protein,15310.0,7151.093207205199,0.040268456375838924,0.040268456375838924,0,0.0,0.3087248322147651
A0A0Q5PH00,A0A0Q5PH00,A0A0Q5PH00_9SPHN,Peptidase S9,83013.0,24565.02492217343,0.11420982735723771,0.1102257636122178,3,0.0001221248506567593,0.22177954847277556
A0A0Q5PNK0,A0A0Q5PNK0,A0A0Q5PNK0_9SPHN,Cytochrome C,30846.0,11924.926558658122,0.09219858156028368,0.09929078014184398,-2,-0.00016771591759178552,0.25177304964539005
A0A4V2JFV5,A0A4V2JFV5,A0A4V2JFV5_9BURK,Cytochrome c1,28691.0,11310.841063247877,0.10980392156862745,0.09803921568627451,3,0.00026523226550745626,0.2627450980392157
Q63QA4,Q63QA4,Q63QA4_BURPS,Cytochrome c1,28619.0,11290.113328912166,0.1111111111111111,0.11507936507936507,-1,-8.857307016034645e-05,0.2619047619047619
A0A318J376,A0A318J376,A0A318J376_9BURK,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28348.0,11211.96979336336,0.1220472440944882,0.1062992125984252,4,0.00035676157479194227,0.24015748031496062
A0A1I2H476,A0A1I2H476,A0A1I2H476_9PROT,"Cytochrome c, mono-and diheme variants",46914.0,16195.387655600041,0.08411214953271028,0.07476635514018691,4,0.00024698389967941765,0.21728971962616822
H6SSA2,H6SSA2,H6SSA2_PARPM,Cytochrome c1,30393.0,11796.828223866027,0.10583941605839416,0.10948905109489052,-1,-8.476854803877805e-05,0.23357664233576642
A0A286IT65,A0A286IT65,A0A286IT65_9BACT,Dipeptidyl-peptidase-4,84765.0,24942.42315587317,0.10540540540540541,0.11486486486486487,-7,-0.0002806463492442079,0.2445945945945946
A0A286IJM8,A0A286IJM8,A0A286IJM8_9BACT,Dipeptidyl-peptidase-4,82628.0,24481.805048119746,0.10354223433242507,0.10762942779291552,-3,-0.0001225399840454332,0.22343324250681199
A0A6M0L982,A0A6M0L982,A0A6M0L982_9LACT,Uncharacterized protein,18530.0,8220.336685117487,0.10759493670886076,0.13924050632911392,-5,-0.0006082475927114096,0.310126582278481
A0A099CY11,A0A099CY11,A0A099CY11_9GAMM,Ubiquinol cytochrome C oxidoreductase (Ubiquinol-cytochrome c reductase cytochrome c1 subunit),27476.0,10959.143409620516,0.09716599190283401,0.10121457489878542,-1,-9.124800749684023e-05,0.25101214574898784
A0A3S0X8A4,A0A3S0X8A4,A0A3S0X8A4_9GAMM,Cytochrome c1,25652.0,10423.151452026068,0.09292035398230089,0.084070796460177,2,0.00019188054680057795,0.336283185840708
A0A1I0DV49,A0A1I0DV49,A0A1I0DV49_9BACL,Non-specific serine/threonine protein kinase (EC 2.7.11.1),80023.0,23915.935551293933,0.11724137931034483,0.14620689655172414,-21,-0.0008780756226307788,0.24551724137931036
F3KXJ5,F3KXJ5,F3KXJ5_9BURK,Cytochrome c1,28015.0,11115.671586351355,0.09561752988047809,0.08764940239043825,2,0.00017992615061205553,0.26693227091633465
A0A2S7U4D5,A0A2S7U4D5,A0A2S7U4D5_9BACT,Cytochrome c domain-containing protein,23032.0,9634.798920825544,0.11659192825112108,0.08968609865470852,6,0.0006227426279785711,0.242152466367713
A0A2S7U0J6,A0A2S7U0J6,A0A2S7U0J6_9BACT,Cytochrome c domain-containing protein,109051.0,29978.520498831786,0.11878172588832488,0.12081218274111676,-2,-6.671443309145082e-05,0.23857868020304568
A0A2S7TZE4,A0A2S7TZE4,A0A2S7TZE4_9BACT,Cytochrome c domain-containing protein,44243.0,15516.975836501955,0.12745098039215685,0.09803921568627451,12,0.0007733465674265818,0.22058823529411764
A0A2S7U566,A0A2S7U566,A0A2S7U566_9BACT,Dehydrogenase,119913.0,32130.162746237027,0.12605832549388524,0.1147695202257761,12,0.00037348083465295855,0.25117591721542804
A0A455XDI1,A0A455XDI1,A0A455XDI1_9PROT,Cytochrome c,23271.0,9707.681814224576,0.1024390243902439,0.11219512195121951,-2,-0.00020602240970335665,0.25365853658536586
Q3IY11,Q3IY11,Q3IY11_CERS4,Cytochrome c1,30630.0,11863.910373196473,0.08070175438596491,0.11929824561403508,-11,-0.000927181650398484,0.21754385964912282
Q3IX63,Q3IX63,Q3IX63_CERS4,Putative c-type cytochrome,15246.0,7129.258592340861,0.06293706293706294,0.11888111888111888,-8,-0.0011221363198404106,0.1958041958041958
A0A3D8VCE2,A0A3D8VCE2,A0A3D8VCE2_9GAMM,Cytochrome c1,28551.0,11270.524203605097,0.09486166007905138,0.11067193675889328,-4,-0.0003549080706219966,0.25691699604743085
E8RMJ9,E8RMJ9,E8RMJ9_ASTEC,Cytochrome c1,30775.0,11904.883078532923,0.09688581314878893,0.08650519031141868,3,0.000251997435019723,0.20761245674740483
A0A1H2PTS6,A0A1H2PTS6,A0A1H2PTS6_9BURK,"Cytochrome c, mono-and diheme variants",46111.0,15992.555414186225,0.09198113207547169,0.07547169811320754,7,0.00043770365765252484,0.18396226415094338
A0A1W2H350,A0A1W2H350,A0A1W2H350_9BACT,Dipeptidyl-peptidase-4,84593.0,24905.46651944155,0.11216216216216217,0.12297297297297298,-8,-0.0003212146214468655,0.2594594594594595
A0A1W2H290,A0A1W2H290,A0A1W2H290_9BACT,Dipeptidyl-peptidase-4,81765.0,24294.88129538213,0.11172413793103449,0.11448275862068966,-2,-8.232186754417902e-05,0.2537931034482759
A0A1W2H306,A0A1W2H306,A0A1W2H306_9BACT,Putative membrane-bound dehydrogenase domain-containing protein,116716.0,31502.552068115423,0.11519845111326234,0.15004840271055178,-36,-0.0011427645583176914,0.23233301064859632
A0A1W2H4J5,A0A1W2H4J5,A0A1W2H4J5_9BACT,"Glucose/arabinose dehydrogenase, beta-propeller fold",60129.0,19412.070313369502,0.1104868913857678,0.14232209737827714,-17,-0.000875743788558799,0.28277153558052437
A0A4R3JR08,A0A4R3JR08,A0A4R3JR08_9RHOB,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,29410.0,11517.06763675997,0.07720588235294118,0.1213235294117647,-12,-0.0010419318856562598,0.24632352941176472
A0A2D1U2R8,A0A2D1U2R8,A0A2D1U2R8_9SPHI,S9 family peptidase,81580.0,24254.74154287184,0.11805555555555555,0.1111111111111111,5,0.00020614525993452345,0.23194444444444445
A0A2D1U4L6,A0A2D1U4L6,A0A2D1U4L6_9SPHI,Dehydrogenase,118846.0,31921.205570035083,0.12866603595080417,0.12582781456953643,3,9.398141287045077e-05,0.24314096499526963
A0A0S4KQN0,A0A0S4KQN0,A0A0S4KQN0_9BACT,Putative Cytochrome c553,13250.0,6435.142088297553,0.10743801652892562,0.09917355371900827,1,0.00015539672415602478,0.2727272727272727
A0A061QIT7,A0A061QIT7,A0A061QIT7_9PROT,"Cytochrome c1, heme protein, mitochondrial",29970.0,11676.747036282548,0.09926470588235294,0.11764705882352941,-5,-0.0004282014489535279,0.23529411764705882
V2KJF9,V2KJF9,V2KJF9_9BURK,Cytochrome C,27725.0,11031.556267066173,0.10526315789473684,0.09716599190283401,2,0.00018129808266226585,0.25101214574898784
A0A430DLC0,A0A430DLC0,A0A430DLC0_9SPHN,Cytochrome c1,31875.0,12214.035858044987,0.08333333333333333,0.09027777777777778,-2,-0.00016374603965835463,0.2708333333333333
A0A430DS56,A0A430DS56,A0A430DS56_9SPHN,K(+)-insensitive pyrophosphate-energized proton pump (EC 7.1.3.1) (Membrane-bound proton-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (H(+)-PPase),73601.0,22499.1267032811,0.05416666666666667,0.06944444444444445,-11,-0.000488907864961525,0.3194444444444444
A0A399D3T6,A0A399D3T6,A0A399D3T6_9BACT,S9 family peptidase,84200.0,24820.9486585612,0.11764705882352941,0.13406292749658003,-12,-0.0004834625849750098,0.25444596443228457
A0A399D0U7,A0A399D0U7,A0A399D0U7_9BACT,Cytochrome c,16740.0,7632.767447029094,0.08552631578947369,0.13157894736842105,-7,-0.0009170985554819456,0.24342105263157895
A0A2R4XJP2,A0A2R4XJP2,A0A2R4XJP2_9BURK,Cytochrome c domain-containing protein,13036.0,6359.103978760554,0.1016949152542373,0.09322033898305085,1,0.00015725485907134182,0.19491525423728814
A0A2R4XM90,A0A2R4XM90,A0A2R4XM90_9BURK,Cytochrome c1,31565.0,12127.206670409792,0.12099644128113879,0.099644128113879,6,0.0004947553186043998,0.2313167259786477
A0A2R4XPK3,A0A2R4XPK3,A0A2R4XPK3_9BURK,Cytochrome c domain-containing protein,12762.0,6261.25266953656,0.10434782608695652,0.08695652173913043,2,0.00031942489874762305,0.17391304347826086
A0A2R4XJA2,A0A2R4XJA2,A0A2R4XJA2_9BURK,Cytochrome c domain-containing protein,18027.0,8056.838798057259,0.11042944785276074,0.0736196319018405,6,0.000744708954763595,0.2085889570552147
A0A2R4XPB8,A0A2R4XPB8,A0A2R4XPB8_9BURK,Cytochrome c domain-containing protein,13770.0,6618.5419495178,0.09016393442622951,0.13934426229508196,-6,-0.0009065440765903335,0.1885245901639344
A0A2R4XFM5,A0A2R4XFM5,A0A2R4XFM5_9BURK,TetR/AcrR family transcriptional regulator,16686.0,7614.7856727149465,0.12582781456953643,0.13245033112582782,-1,-0.0001313234597768349,0.2251655629139073
A0A0Q7TJP8,A0A0Q7TJP8,A0A0Q7TJP8_9CAUL,Cytochrome C,30620.0,11861.08274135231,0.09507042253521127,0.1056338028169014,-3,-0.0002529280054291201,0.2147887323943662
A0A6N6RKF2,A0A6N6RKF2,A0A6N6RKF2_9FLAO,S9 family peptidase,82776.0,24513.808426149513,0.07192254495159059,0.14937759336099585,-56,-0.0022844267617047765,0.23098201936376211
A0A1D7XQI5,A0A1D7XQI5,A0A1D7XQI5_9FLAO,"Peptidase, S9 family",84246.0,24830.846829558734,0.11004126547455295,0.13067400275103164,-15,-0.0006040873314938234,0.23521320495185694
A0A7Y3JUI2,A0A7Y3JUI2,A0A7Y3JUI2_9SPHN,Cytochrome c1,31349.0,12066.570218408473,0.10175438596491228,0.08771929824561403,4,0.00033149436232490445,0.24561403508771928
H5WHH5,H5WHH5,H5WHH5_9BURK,Cytochrome c1,28924.0,11377.822310844376,0.11969111969111969,0.10424710424710425,4,0.00035156112397603003,0.2625482625482625
Q606Q5,Q606Q5,Q606Q5_METCA,"Ubiquinol--cytochrome c reductase, cytochrome c1 (EC 1.10.2.2)",26886.0,10786.850788262578,0.11666666666666667,0.11666666666666667,0,0.0,0.30416666666666664
A6L715,A6L715,A6L715_PHOV8,Dipeptidyl aminopeptidase,84405.0,24865.0488408645,0.11440107671601615,0.11036339165545088,3,0.00012065128121001901,0.2288021534320323
A6L1U9,A6L1U9,A6L1U9_PHOV8,Dipeptidyl peptidase IV,83268.0,24620.08720815712,0.1145975443383356,0.11596180081855388,-1,-4.0617240367397245e-05,0.24010914051841747
A0A6N8TFS8,A0A6N8TFS8,A0A6N8TFS8_SHIZO,Cytochrome c1,31804.0,12194.169378949831,0.07876712328767123,0.11301369863013698,-10,-0.000820064055962884,0.22945205479452055
A0A6N8THH6,A0A6N8THH6,A0A6N8THH6_SHIZO,DNA polymerase Y family protein,53800.0,17898.29289142705,0.1375770020533881,0.1293634496919918,4,0.0002234850007352336,0.2546201232032854
A0A0C1R929,A0A0C1R929,A0A0C1R929_9CYAN,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,18870.0,8330.173301132667,0.08,0.14285714285714285,-11,-0.0013205007389827427,0.24
A0A098LIQ9,A0A098LIQ9,A0A098LIQ9_9BACT,Cytochrome c domain-containing protein,14647.0,6923.68158837426,0.1044776119402985,0.1044776119402985,0,0.0,0.26119402985074625
A0A098LDK3,A0A098LDK3,A0A098LDK3_9BACT,Dipeptidyl aminopeptidase/acylaminoacyl peptidase,83478.0,24665.39844090547,0.11707988980716254,0.11570247933884298,1,4.0542625021681586e-05,0.24793388429752067
A0A6N1X8R3,A0A6N1X8R3,A0A6N1X8R3_9BURK,Cytochrome c1,27829.0,11061.748956121857,0.11155378486055777,0.09561752988047809,4,0.0003616064707187462,0.2589641434262948
A0A0B4E219,A0A0B4E219,A0A0B4E219_9RHOB,Cytochrome C,28384.0,11222.362063654662,0.07633587786259542,0.1183206106870229,-11,-0.0009801858055912475,0.21374045801526717
A0A7H0HEY3,A0A7H0HEY3,A0A7H0HEY3_9BURK,Cytochrome c1,27874.0,11074.803653842448,0.10756972111553785,0.09163346613545817,4,0.0003611802181804085,0.24302788844621515
A0A5B8U3Q9,A0A5B8U3Q9,A0A5B8U3Q9_9ACTN,MMPL family transporter,80330.0,23982.879166272432,0.09329829172141918,0.08409986859395532,7,0.0002918748808877055,0.3009198423127464
A0A4S4GPY5,A0A4S4GPY5,A0A4S4GPY5_9BACT,S9 family peptidase (Fragment),66100.0,20801.162889185467,0.10634648370497427,0.10291595197255575,2,9.614847067227192e-05,0.2144082332761578
M5EXZ7,M5EXZ7,M5EXZ7_9HYPH,Fragment of Cytochrome b/c1,31004.0,11969.485722972415,0.0912280701754386,0.10526315789473684,-4,-0.00033418311300735396,0.23859649122807017
A0A512DRG6,A0A512DRG6,A0A512DRG6_9PROT,Cytochrome c,27639.0,11006.566131888167,0.08627450980392157,0.10196078431372549,-4,-0.00036341943091689795,0.23137254901960785
A0A512E260,A0A512E260,A0A512E260_9PROT,Cytochrome c,17076.0,7744.304774152137,0.10256410256410256,0.10256410256410256,0,0.0,0.1858974358974359
A0A1H6M7Y7,A0A1H6M7Y7,A0A1H6M7Y7_9FLAO,Dipeptidyl-peptidase-4,82790.0,24516.834972518285,0.11065006915629322,0.11341632088520055,-2,-8.15765983758452e-05,0.25587828492392806
A0A1I7E860,A0A1I7E860,A0A1I7E860_9HYPH,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,31228.0,12032.553298143632,0.08362369337979095,0.11498257839721254,-9,-0.0007479709232942695,0.23344947735191637
A0A1I7EH88,A0A1I7EH88,A0A1I7EH88_9HYPH,Cytochrome c,18185.0,8108.327137991606,0.13664596273291926,0.12422360248447205,2,0.00024666000347087506,0.2360248447204969
A0A2N7DFK9,A0A2N7DFK9,A0A2N7DFK9_9VIBR,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),43814.0,15406.995982045763,0.08418367346938775,0.12244897959183673,-15,-0.0009735836899990078,0.2729591836734694
A0A501PG33,A0A501PG33,A0A501PG33_9PROT,Cytochrome c1,30628.0,11863.344866770274,0.08303249097472924,0.148014440433213,-18,-0.0015172786597832753,0.23104693140794225
A0A426VF17,A0A426VF17,A0A426VF17_9BURK,Cytochrome c1,28582.0,11279.456100716729,0.11372549019607843,0.10980392156862745,1,8.865675712293053e-05,0.25098039215686274
A0A0B4C5A7,A0A0B4C5A7,A0A0B4C5A7_9RHOB,Cytochrome C,28525.0,11263.030915883703,0.08015267175572519,0.11068702290076336,-8,-0.0007102883814975586,0.2480916030534351
A0A3T0MXY6,A0A3T0MXY6,A0A3T0MXY6_9RHOB,Cytochrome c,16700.0,7619.4491209823145,0.06535947712418301,0.13725490196078433,-11,-0.0014436739225291734,0.1895424836601307
A0A3T0N7D6,A0A3T0N7D6,A0A3T0N7D6_9RHOB,Cytochrome c1,26397.0,10643.277542890335,0.0778688524590164,0.12295081967213115,-11,-0.001033516222392223,0.2336065573770492
A0A5E4NUN9,A0A5E4NUN9,A0A5E4NUN9_9HYPH,Cytochrome c1 (Modular protein),36500.0,13483.86328547402,0.10355029585798817,0.11538461538461539,-4,-0.00029665088671650537,0.20710059171597633
A0A2A2SK96,A0A2A2SK96,A0A2A2SK96_9SPHN,Cytochrome c1,30997.0,11967.512882806637,0.09285714285714286,0.09642857142857143,-1,-8.355955074313475e-05,0.26071428571428573
A0A1Z5SD82,A0A1Z5SD82,A0A1Z5SD82_9BACT,Uncharacterized protein,83659.0,24704.427718214185,0.12430939226519337,0.12569060773480664,-1,-4.0478573776583206e-05,0.22790055248618785
A0A1Z5SIW6,A0A1Z5SIW6,A0A1Z5SIW6_9BACT,Cytochrome C,46998.0,16216.551088722328,0.0947867298578199,0.0924170616113744,1,6.166539324723874e-05,0.22985781990521326
A0A2P7S6S3,A0A2P7S6S3,A0A2P7S6S3_9HYPH,Cytochrome c1,31406.0,12082.582430515818,0.08013937282229965,0.10452961672473868,-7,-0.0005793463475424568,0.2264808362369338
A0A1H4F4L3,A0A1H4F4L3,A0A1H4F4L3_9BURK,"Cytochrome c, mono-and diheme variants",46674.0,16134.864234531333,0.0979020979020979,0.08624708624708624,5,0.00030988794992765765,0.1888111888111888
A0A1H4HMS4,A0A1H4HMS4,A0A1H4HMS4_9BURK,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,29002.0,11400.212630834261,0.11023622047244094,0.11023622047244094,0,0.0,0.23622047244094488
A0A5B2TIF6,A0A5B2TIF6,A0A5B2TIF6_9PROT,Cytochrome c1,28390.0,11224.093762613516,0.10266159695817491,0.11026615969581749,-2,-0.0001781881051868817,0.22433460076045628
A0A4Q1RLV2,A0A4Q1RLV2,A0A4Q1RLV2_9ACTN,Chaplin,7320.0,4172.85831187666,0.02531645569620253,0.012658227848101266,1,0.00023964389041291695,0.24050632911392406
A0A2U2C6H1,A0A2U2C6H1,A0A2U2C6H1_9RHOB,Cytochrome c1,28108.0,11142.596634470094,0.05747126436781609,0.11877394636015326,-16,-0.0014359310064678572,0.24904214559386972
A0A2U2C3W1,A0A2U2C3W1,A0A2U2C3W1_9RHOB,Cytochrome C,16637.0,7598.455275933846,0.13071895424836602,0.1111111111111111,3,0.0003948170899290187,0.1830065359477124
A0A2U2C6T2,A0A2U2C6T2,A0A2U2C6T2_9RHOB,Cytochrome C,46755.0,16155.300262425793,0.06235565819861432,0.15242494226327943,-39,-0.00241406840891139,0.23094688221709006
A0A0P1IM29,A0A0P1IM29,A0A0P1IM29_9RHOB,Cytochrome c1,28382.0,11221.784808705574,0.08365019011406843,0.11406844106463879,-8,-0.0007128990741110812,0.23574144486692014
A0A0P1ITQ3,A0A0P1ITQ3,A0A0P1ITQ3_9RHOB,Putative bifunctional cbb3-type cytochrome c oxidase subunit II/cytochrome c,16132.0,7429.386378376442,0.06896551724137931,0.1310344827586207,-9,-0.0012114055645557618,0.21379310344827587
A0A0P1INA5,A0A0P1INA5,A0A0P1INA5_9RHOB,Putative bifunctional cbb3-type cytochrome c oxidase subunit II/cytochrome c,17402.0,7851.957484857227,0.054878048780487805,0.1402439024390244,-14,-0.0017829948808306064,0.17682926829268292
Q1LKE7,Q1LKE7,Q1LKE7_CUPMC,Gluconate 2-dehydrogenase cytochrome c subunit (GADH cytochrome c subunit) (GA 2-DH cytochrome c subunit) (EC 1.1.99.-),48062.0,16483.745172220755,0.10666666666666667,0.09555555555555556,5,0.00030332912501136294,0.19111111111111112
Q1LIC6,Q1LIC6,Q1LIC6_CUPMC,Cytochrome c1 (Transmembrane protein),27822.0,11059.71771328778,0.10526315789473684,0.10121457489878542,1,9.041822096404346e-05,0.25101214574898784
Q58AE1,Q58AE1,Q58AE1_CUPMC,CopJ putative cytochrome c protein involved in Cu(II)/Cu(I) resistance,19245.0,8450.698894772499,0.12643678160919541,0.10919540229885058,3,0.00035500022392890657,0.19540229885057472
A0A657AVJ9,A0A657AVJ9,A0A657AVJ9_9GAMM,Cytochrome C,24504.0,10080.53420563328,0.0730593607305936,0.136986301369863,-14,-0.0013888152864137315,0.2876712328767123
A0A657AQV9,A0A657AQV9,A0A657AQV9_9GAMM,Cytochrome C,27851.0,11068.131964315482,0.07142857142857142,0.12698412698412698,-14,-0.0012648927610492077,0.29365079365079366
W0VA30,W0VA30,W0VA30_9BURK,Cytochrome C1 family protein,28335.0,11208.216153535217,0.11811023622047244,0.1062992125984252,3,0.0002676607908791767,0.25984251968503935
W0V472,W0V472,W0V472_9BURK,Cytochrome c family protein,45508.0,15839.614459101287,0.08941176470588236,0.07294117647058823,7,0.000441929948362971,0.21176470588235294
A0A4Q3Y752,A0A4Q3Y752,A0A4Q3Y752_9RHOB,Cytochrome c1,30562.0,11844.677556306928,0.07420494699646643,0.1413427561837456,-19,-0.0016040960093407592,0.20141342756183744
A0A4Q3YB33,A0A4Q3YB33,A0A4Q3YB33_9RHOB,Cytochrome c,13752.0,6612.225101518775,0.045112781954887216,0.11278195488721804,-9,-0.001361115186162185,0.24812030075187969
A0A3N4MJ96,A0A3N4MJ96,A0A3N4MJ96_9BACT,S9 family peptidase,81500.0,24237.37620204273,0.11019283746556474,0.10606060606060606,3,0.00012377577403560537,0.21212121212121213
A0A0U5EY48,A0A0U5EY48,A0A0U5EY48_9PROT,Gluconate 2-dehydrogenase (Acceptor) (EC 1.1.99.3),30854.0,11927.184197672412,0.0944055944055944,0.09090909090909091,1,8.384208572842783e-05,0.20279720279720279
A0A1Y5SCA6,A0A1Y5SCA6,A0A1Y5SCA6_9RHOB,Cytochrome c1,31074.0,11989.207515989088,0.06666666666666667,0.13333333333333333,-19,-0.001584758623508781,0.21403508771929824
A0A0N0K6S6,A0A0N0K6S6,A0A0N0K6S6_9SPHN,Cytochrome C,30600.0,11855.42672952564,0.10431654676258993,0.09352517985611511,3,0.00025304867285195023,0.24100719424460432
A0A0N1LJL8,A0A0N1LJL8,A0A0N1LJL8_9SPHN,K(+)-insensitive pyrophosphate-energized proton pump (EC 7.1.3.1) (Membrane-bound proton-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (H(+)-PPase),71763.0,22087.57194222187,0.051209103840682786,0.06543385490753911,-10,-0.0004527432904874587,0.3186344238975818
A0A2S9KAX4,A0A2S9KAX4,A0A2S9KAX4_9BURK,Cytochrome c1,27998.0,11110.747196280328,0.12048192771084337,0.0963855421686747,6,0.0005400176868400613,0.23694779116465864
A0A2S9KEH3,A0A2S9KEH3,A0A2S9KEH3_9BURK,Enoyl-CoA hydratase (EC 4.2.1.17),28179.0,11163.136126989426,0.12307692307692308,0.1423076923076923,-5,-0.0004479028064444507,0.24615384615384617
A0A372IHF3,A0A372IHF3,A0A372IHF3_9RHOB,Cytochrome c1,29349.0,11499.624632645815,0.07169811320754717,0.13584905660377358,-17,-0.0014783091225203469,0.24150943396226415
A0A372ICE0,A0A372ICE0,A0A372ICE0_9RHOB,Cytochrome c,16836.0,7664.69643300892,0.06962025316455696,0.14556962025316456,-12,-0.0015656197352214216,0.21518987341772153
A0A369TRZ7,A0A369TRZ7,A0A369TRZ7_9RHOB,Cytochrome c1,28406.0,11228.711143494984,0.08015267175572519,0.1297709923664122,-13,-0.0011577464086366812,0.24045801526717558
A0A369TTE6,A0A369TTE6,A0A369TTE6_9RHOB,Cytochrome c,15537.0,7228.340135294269,0.0625,0.11805555555555555,-8,-0.001106754780525324,0.2222222222222222
A0A220SN69,A0A220SN69,A0A220SN69_9GAMM,Cytochrome C,24464.0,10068.519166840564,0.0871559633027523,0.12844036697247707,-9,-0.0008938752413205309,0.26605504587155965
A0A5N5IPT0,A0A5N5IPT0,A0A5N5IPT0_9FLAO,S9 family peptidase,82133.0,24374.654045731935,0.10848400556328233,0.13630041724617525,-20,-0.0008205244662129698,0.23504867872044508
A0A5N5IQM1,A0A5N5IQM1,A0A5N5IQM1_9FLAO,C-type cytochrome,49735.0,16900.669099192695,0.08571428571428572,0.10989010989010989,-11,-0.0006508618052598546,0.22857142857142856
A0A0A2MSI9,A0A0A2MSI9,A0A0A2MSI9_9FLAO,Peptidase S9,81151.0,24161.56598667008,0.11624649859943978,0.11484593837535013,1,4.1388045814236517e-05,0.24089635854341737
A0A6B2FI62,A0A6B2FI62,A0A6B2FI62_9ENTR,C-type cytochrome,45701.0,15888.624915985663,0.09176470588235294,0.10352941176470588,-5,-0.00031469054285304844,0.1976470588235294
A0A6B2FT76,A0A6B2FT76,A0A6B2FT76_9ENTR,C-type cytochrome,44243.0,15516.975836501955,0.09359605911330049,0.11330049261083744,-8,-0.0005155643782843879,0.19704433497536947
A0A370F1D5,A0A370F1D5,A0A370F1D5_9FLAO,Dipeptidyl-peptidase-4,82501.0,24454.330349365824,0.11187845303867404,0.1132596685082873,-1,-4.089255300445931e-05,0.24585635359116023
A0A1I4EN18,A0A1I4EN18,A0A1I4EN18_9PROT,Ubiquinol-cytochrome c reductase cytochrome c1 subunit,28461.0,11244.578038039339,0.10465116279069768,0.09689922480620156,2,0.00017786349947807647,0.2364341085271318
A0A167IM47,A0A167IM47,A0A167IM47_9FLAO,Peptidase S9,83942.0,24765.40574001016,0.10869565217391304,0.12228260869565218,-10,-0.0004037890638651777,0.23233695652173914
A0A2Z4JQ17,A0A2Z4JQ17,A0A2Z4JQ17_9BURK,Cytochrome c1,29116.0,11432.907723821818,0.11284046692607004,0.10894941634241245,1,8.746681283155828e-05,0.26459143968871596
A0A2Z4JUC7,A0A2Z4JUC7,A0A2Z4JUC7_9BURK,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),41659.0,14850.052984413454,0.09350649350649351,0.08571428571428572,3,0.0002020194812199516,0.2623376623376623
A0A3S0YWE9,A0A3S0YWE9,A0A3S0YWE9_9RHOB,Cytochrome c1,28397.0,11226.113953180005,0.07954545454545454,0.11363636363636363,-9,-0.0008017021773995607,0.23863636363636365
A0A7J5TUG6,A0A7J5TUG6,A0A7J5TUG6_9BACT,Prolyl oligopeptidase family serine peptidase,82355.0,24422.73114854446,0.11096075778078485,0.09607577807848444,11,0.0004504000774154031,0.22868741542625168
A0A7J5U090,A0A7J5U090,A0A7J5U090_9BACT,Prolyl oligopeptidase family serine peptidase,84950.0,24982.150433430375,0.10610079575596817,0.10212201591511937,3,0.00012008573913579067,0.22148541114058357
A0A7J5U3S2,A0A7J5U3S2,A0A7J5U3S2_9BACT,Prolyl oligopeptidase family serine peptidase,84245.0,24830.63166744739,0.11305518169582772,0.10497981157469717,6,0.00024163702640984022,0.24091520861372812
A0A7J5TZE9,A0A7J5TZE9,A0A7J5TZE9_9BACT,Dehydrogenase,93906.0,26878.602766363532,0.102803738317757,0.09462616822429906,7,0.00026043020393753323,0.2324766355140187
A0A0L0LXK0,A0A0L0LXK0,A0A0L0LXK0_9BURK,"Ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit",27497.0,10965.257339570158,0.10330578512396695,0.10743801652892562,-1,-9.119713008388003e-05,0.24380165289256198
A0A0L0M036,A0A0L0M036,A0A0L0M036_9BURK,Putative diheme cytochrome c-553,45138.0,15745.499314897039,0.08353221957040573,0.08591885441527446,-1,-6.351021202953443e-05,0.2100238663484487
A0A7X6IP49,A0A7X6IP49,A0A7X6IP49_9PSED,Cytochrome c1,29269.0,11476.733716600718,0.1076923076923077,0.11153846153846154,-1,-8.713280491587365e-05,0.2846153846153846
A0A7X6E946,A0A7X6E946,A0A7X6E946_9PSED,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),42080.0,14959.457118623539,0.10133333333333333,0.112,-4,-0.00026738938240080003,0.264
A0A7X6EE33,A0A7X6EE33,A0A7X6EE33_9PSED,C-type cytochrome,48842.0,16678.606410969078,0.08666666666666667,0.09555555555555556,-4,-0.0002398281907635464,0.2111111111111111
A0A7X6IN87,A0A7X6IN87,A0A7X6IN87_9PSED,C-type cytochrome,44302.0,15532.078697998899,0.09002433090024331,0.1070559610705596,-7,-0.00045068017849419324,0.22141119221411193
